0 0 -5
5.37412 -1.92832 5.26075
-0.165782 -0.543613 1.42917
-1.23091 2.08983 -1.92003
-1.65866 3.66939 -4.62454
-0.952545 -3.58187 2.28724
-6.39869 0.935274 -8.08091
1.50803 -3.52175 -1.43589
-2.52177 3.26899 -3.32287
-1.42375 0.046447 -4.8615
1.37642 1.312 -4.43709
1.15347 -1.3438 -1.42869
3.83538 -2.38978 2.0574
-0.228392 0.3334 -0.61531
4.71066 1.99 5.91628
0.781755 4.15142 6.63764
-0.640903 4.58934 -4.69748
0.164242 1.02907 4.04704
1.8427 -0.238538 5.20108
1.36775 -4.75042 1.24475
-3.47688 -3.34648 6.49534
0.394626 -0.591419 7.04142
-3.04207 2.32883 1.35184
0.294975 0.882556 4.68849
-1.971 4.12256 4.19901
-1.36132 -0.671449 -2.22309
-1.05968 0.385101 -4.7394
3.02167 2.30641 -6.98568
2.29978 -5.42015 -7.33961
-3.20536 -1.90135 5.91753
-0.374687 1.44633 5.06502
-1.59224 1.02792 2.35664
1.85276 1.51661 3.99599
-8.96495 3.57886 4.0607
-0.237519 -2.70707 9.17272
0.640938 -0.871459 4.86303
-2.09111 -0.440039 2.40096
0.561012 -0.466845 4.86593
-0.662815 -1.35789 2.83707
-1.70361 3.71056 2.66173
0.622396 -6.22891 6.19869
-0.479385 2.86281 1.98086
6.23914 -1.13045 -1.95817
2.46066 3.34016 4.88134
-1.39777 -0.853493 -2.03866
-1.00371 5.26543 -2.39811
-1.24674 -1.01237 4.68004
0.380218 0.651494 -5.24737
-1.36188 0.742457 -1.4762
-0.66397 1.31209 -4.7483
-3.34517 -0.0329949 -2.22924
-2.32118 0.526912 -2.7961
1.39355 3.12708 5.36634
1.38595 -1.79866 4.15937
-1.16457 0.538802 3.51221
-0.2848 -0.13259 -4.77797
-1.08893 1.64064 -2.58896
0.901936 1.11846 3.09908
-0.770751 0.393545 3.49339
-0.931699 -1.12985 1.80756
1.90778 0.892556 0.417815
-0.693113 -0.54096 2.29933
-0.0777481 1.8764 -1.59535
2.33946 1.47339 3.41293
-0.769712 -3.78315 -1.81583
-0.687924 0.158068 -3.2432
-2.43233 0.450051 -2.67707
-0.962756 1.05109 1.25985
3.10223 2.40649 4.11524
1.46137 -3.78324 7.37511
0.67744 -1.82077 -3.01066
0.967434 0.820287 -3.61762
0.299125 0.462657 2.50193
-1.51946 -4.27687 -1.42042
1.70165 -3.62098 3.17114
0.506187 -0.420028 -3.37481
-0.894728 -2.67218 5.20436
0.863568 -0.718407 1.33415
-0.481558 0.43721 -1.66161
-2.1846 1.74616 3.24605
-2.72431 -0.403786 -4.03148
-1.15713 -1.67315 -3.87412
-2.28295 1.69393 1.71246
1.17534 -1.56405 3.77673
-1.32333 1.15523 -4.68681
-0.733885 2.90566 -2.7348
2.96855 0.412804 -2.73096
0.860533 1.53068 -8.13621
1.00941 -1.76305 0.779407
1.26819 -1.6898 -1.46625
-5.13705 6.87495 -7.07139
-0.903064 -2.01473 -2.46733
-4.64993 -3.11991 1.4296
1.71469 3.78287 3.81156
1.77253 -6.66623 4.69829
-2.52968 -2.17049 4.26758
-4.60674 -0.584722 3.5691
2.96288 -0.28595 -3.1155
0.57398 -3.33783 -2.99429
0.495345 -2.15691 -4.15974
-3.44625 0.289171 5.51974
-3.36256 1.71887 2.57326
4.2558 -0.134018 3.39718
-0.161103 -0.824188 -3.20379
2.49903 -1.40209 -2.83454
0.442576 2.9522 4.63336
0.417559 5.21111 -2.54717
2.61974 1.29655 -3.47321
0.320237 -0.534051 -2.81092
-1.51704 -2.1251 -4.59589
-0.939656 0.0010187 -1.94394
-1.0719 0.218832 3.31089
1.46047 -4.37888 -2.42382
-0.77684 -2.23046 -3.03599
2.97557 -0.0351165 -3.28832
1.34298 -2.75625 3.2881
2.16852 1.28688 -5.17714
-0.624526 1.28178 -2.16603
4.60706 -0.414446 5.80874
-5.15345 3.90937 -4.68156
-1.71229 2.87491 -7.16891
-2.51905 -4.96173 -6.59641
-0.164238 -3.50999 2.57265
-0.0335923 -0.474705 2.35812
0.134463 -1.28444 2.51427
0.827892 7.29437 7.505
-0.411072 -3.97416 -4.82926
0.0510206 -2.74168 5.20811
0.00781221 -1.4737 3.2047
0.345319 0.37575 1.0521
-0.270708 -0.224122 4.79883
3.528 2.47294 0.927434
3.22424 -0.128766 4.9588
-1.33519 1.95495 -3.62232
2.94574 -2.22268 -4.64261
-0.861873 3.25364 4.75604
3.6725 0.968209 4.65528
0.848784 -2.28893 -6.42506
-0.410021 2.46048 1.8532
-0.151564 0.858226 3.90336
-1.89846 2.76393 3.56236
-0.0749889 -0.443003 0.75695
-4.75092 1.56605 3.97702
2.11602 1.47556 -3.94707
2.40648 0.948599 -2.87582
4.31562 -3.72199 -1.70979
0.943247 -0.632807 -7.54295
-1.2075 -0.576039 7.28827
8.34947 -1.97618 -13.9724
-2.18171 -2.17605 3.46396
-1.64538 -1.44723 2.77961
-0.771684 -0.968617 1.16926
0.832097 1.39004 3.10465
3.38251 -1.11035 7.12818
