15.9125 0 14.7442 0
14.406 1.50645 15.3376 0.59341
15.4324 1.34535 15.0414 0.452864
15.3744 0.953074 14.4098 0.708146
14.7418 0.972221 14.3464 0.552175
14.659 0.798127 14.3394 0.450903
14.866 0.705594 14.794 0.593159
15.1307 0.66594 15.1962 0.652425
15.578 0.738248 14.6276 0.808936
15.6277 0.662172 14.8212 0.748996
15.5239 0.607877 15.048 0.714439
15.6748 0.575056 15.2213 0.674814
15.6565 0.529292 15.2597 0.621925
15.6687 0.490181 15.2683 0.575855
15.5301 0.476899 15.6164 0.639217
15.7101 0.481018 15.3262 0.66463
15.4724 0.510508 15.284 0.625737
15.3478 0.497193 15.314 0.590713
15.1949 0.494508 15.1111 0.594468
15.0867 0.48145 15.0464 0.567656
15.0367 0.460674 15.0317 0.540151
14.9021 0.459393 15.0194 0.51516
14.9789 0.445635 15.116 0.501647
14.9618 0.427006 15.1318 0.48055
14.9198 0.41172 15.2276 0.470786
14.8922 0.396529 15.1646 0.456695
14.8475 0.384169 15.0913 0.445518
14.8699 0.37087 15.1755 0.437491
14.8509 0.358357 15.2724 0.433113
14.7212 0.369695 15.2503 0.419011
14.763 0.36 15.3566 0.418977
14.8253 0.354093 15.3055 0.408877
14.7629 0.348819 15.2432 0.40116
14.6755 0.349512 15.2845 0.391374
14.719 0.342161 15.2032 0.388638
14.6532 0.338966 15.1424 0.382549
14.6441 0.329805 15.2029 0.376954
14.6049 0.32339 15.171 0.368287
14.5367 0.322281 15.0788 0.370374
14.5767 0.316657 15.0055 0.368355
14.5995 0.309676 14.9807 0.360112
14.6449 0.305601 14.983 0.35144
14.6071 0.300787 15.0214 0.345312
14.5954 0.294104 15.1255 0.353081
14.6192 0.288478 15.0782 0.348377
14.6107 0.282267 15.028 0.344397
14.6086 0.276204 15.1009 0.344787
14.5577 0.275134 15.1215 0.338157
14.5832 0.270663 15.0663 0.335763
14.6316 0.269575 15.0508 0.329344
14.6608 0.265845 15.0523 0.322825
14.6506 0.260882 15.0835 0.318092
14.6965 0.260008 15.0574 0.313121
14.757 0.262203 15.0602 0.30728
14.7834 0.258749 15.066 0.301697
14.8205 0.256781 15.0696 0.296282
14.76 0.259388 15.1102 0.293863
14.6937 0.263362 15.1284 0.289324
14.7493 0.264763 15.201 0.293498
14.7118 0.262998 15.226 0.289651
14.6958 0.259146 15.1874 0.287469
14.7065 0.255156 15.177 0.282985
14.6788 0.252599 15.2452 0.286689
14.6475 0.250583 15.2127 0.284047
14.7083 0.25409 15.1855 0.280963
14.6755 0.252362 15.1674 0.277265
14.7048 0.250289 15.1909 0.274105
14.7291 0.247779 15.1928 0.27005
14.7399 0.244401 15.2448 0.271154
14.7332 0.240977 15.2737 0.268804
14.7771 0.241575 15.3078 0.267183
14.7737 0.23822 15.309 0.263449
14.7976 0.236154 15.2904 0.260479
14.7951 0.232954 15.2589 0.258857
14.788 0.229939 15.2439 0.255824
14.7644 0.228116 15.2505 0.252524
14.7505 0.225563 15.2849 0.251585
14.7093 0.226435 15.2776 0.248448
14.7284 0.224372 15.2867 0.245452
14.7289 0.22155 15.2828 0.242395
14.7596 0.220935 15.3343 0.244859
14.7532 0.218318 15.3328 0.241859
14.7271 0.21724 15.3088 0.240131
14.7082 0.215471 15.2798 0.239025
14.7816 0.225221 15.2798 0.236196
14.7563 0.224019 15.2909 0.2337
14.7704 0.221874 15.272 0.231776
14.7599 0.219586 15.2707 0.22913
14.7227 0.220266 15.2649 0.226616
14.7044 0.218578 15.3269 0.232513
14.6817 0.217352 15.3177 0.230129
14.6671 0.215471 15.2789 0.230901
14.666 0.213144 15.2794 0.228405
14.6704 0.210909 15.2465 0.228341
14.6934 0.209946 15.2347 0.226233
14.7173 0.209119 15.2443 0.224069
14.7259 0.207129 15.2449 0.221748
14.7229 0.205026 15.2139 0.221646
14.7426 0.203892 15.2015 0.219747
14.7669 0.203308 15.1936 0.217683
