-0.1184 -0.08
-0.4392 -0.04
-0.6032 0.16
-0.764 0.2
-0.84 0
-0.8408 0.04
-0.8376 -0.12
-0.8368 -0.16
-0.8352 -0.24
-0.8304 -0.48
-0.8328 -0.36
-0.836 -0.2
-0.8376 -0.12
-0.8376 -0.12
-0.8352 -0.24
-0.8272 -0.64
-0.8288 -0.56
-0.8264 -0.68
-0.8272 -0.64
-0.9072 -0.64
-0.9072 -0.64
-0.9088 -0.56
-0.9104 -0.48
-0.9096 -0.52
-0.9072 -0.64
-0.9056 -0.72
-0.9056 -0.72
-0.9056 -0.72
-0.9088 -0.56
-0.9088 -0.56
-0.9072 -0.64
-0.9096 -0.52
-0.9088 -0.56
-0.9104 -0.48
-0.912 -0.4
-0.9136 -0.32
-0.9128 -0.36
-0.9112 -0.44
-0.912 -0.4
-0.912 -0.4
-0.912 -0.4
-0.9112 -0.44
-0.9096 -0.52
-0.9112 -0.44
-0.9096 -0.52
-0.9088 -0.56
-0.9088 -0.56
-0.9088 -0.56
-0.9104 -0.48
-0.9096 -0.52
-0.9104 -0.48
-0.9128 -0.36
-0.9136 -0.32
-0.9144 -0.28
-0.9144 -0.28
-0.9144 -0.28
-0.9136 -0.32
-0.9152 -0.24
-0.9136 -0.32
-0.9144 -0.28
-0.9144 -0.28
-0.9144 -0.28
-0.9128 -0.36
-0.9144 -0.28
-0.9176 -0.12
-0.9168 -0.16
-0.9168 -0.16
-0.9192 -0.04
-0.9184 -0.08
-0.9192 -0.04
-0.9208 0.04
-0.9208 0.04
-0.9208 0.04
-0.9208 0.04
-0.9216 0.08
-0.9192 -0.04
-0.92 0
-0.9192 -0.04
-0.9208 0.04
-0.9192 -0.04
-0.9192 -0.04
-0.9192 -0.04
-0.9192 -0.04
-0.92 0
-0.92 0
-0.9192 -0.04
-0.92 0
-0.92 0
-0.9208 0.04
-0.9208 0.04
-0.9208 0.04
-0.9208 0.04
-0.9224 0.12
-0.9232 0.16
-0.9232 0.16
-0.9256 0.28
-0.9264 0.32
-0.9256 0.28
-0.9256 0.28
-0.9256 0.28
-0.9248 0.24
-0.9264 0.32
-0.9256 0.28
-0.9256 0.28
-0.9272 0.36
-0.928 0.4
-0.9264 0.32
-0.9248 0.24
-0.924 0.2
-0.9248 0.24
-0.9248 0.24
-0.9264 0.32
-0.9264 0.32
-0.9248 0.24
-0.924 0.2
-0.9232 0.16
-0.9224 0.12
-0.9232 0.16
-0.9224 0.12
-0.9224 0.12
-0.924 0.2
-0.9224 0.12
-0.9248 0.24
-0.9232 0.16
-0.924 0.2
-0.928 0.4
-0.9296 0.48
-0.928 0.4
-0.9272 0.36
-0.928 0.4
-0.9304 0.52
-0.9304 0.52
-0.9304 0.52
-0.9312 0.56
-0.9304 0.52
-0.9328 0.64
-0.9328 0.64
-0.9344 0.72
-0.9336 0.68
-0.9336 0.68
-0.9328 0.64
-0.9344 0.72
-0.936 0.8
-0.9384 0.92
-0.9384 0.92
-0.9392 0.96
-0.9376 0.88
-0.9376 0.88
-0.9352 0.76
-0.928 0.4
-0.9264 0.32
-0.9272 0.36
-0.9256 0.28
-0.9272 0.36
-0.844 0.2
-0.8448 0.24
-0.8416 0.08
-0.8424 0.12
-0.8448 0.24
-0.8472 0.36
-0.848 0.4
-0.8472 0.36
-0.848 0.4
-0.848 0.4
-0.848 0.4
-0.8488 0.44
-0.848 0.4
-0.8512 0.56
-0.8544 0.72
-0.9376 0.88
-0.9368 0.84
-0.9376 0.88
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-0.9384 0.92
-0.9376 0.88
-0.9368 0.84
-0.9352 0.76
-0.9376 0.88
-0.9368 0.84
-0.936 0.8
-0.9344 0.72
-0.9336 0.68
-0.9344 0.72
-0.9352 0.76
-0.9368 0.84
-0.936 0.8
-0.936 0.8
-0.936 0.8
-0.936 0.8
-0.9392 0.96
-0.936 0.8
-0.9384 0.92
-0.9368 0.84
-0.9352 0.76
-0.9344 0.72
-0.9336 0.68
-0.932 0.6
-0.9304 0.52
-0.9304 0.52
-0.9272 0.36
-0.9296 0.48
-0.932 0.6
-0.9336 0.68
-0.9352 0.76
-0.9352 0.76
-0.936 0.8
-0.936 0.8
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-0.9376 0.88
-0.8568 0.84
-0.9376 0.88
-0.936 0.8
-0.9368 0.84
-0.9352 0.76
-0.9352 0.76
-0.9336 0.68
-0.9344 0.72
-0.9368 0.84
-0.9344 0.72
-0.9296 0.48
-0.9296 0.48
-0.9312 0.56
-0.9296 0.48
-0.9296 0.48
-0.9312 0.56
-0.9312 0.56
-0.9312 0.56
-0.9352 0.76
-0.9368 0.84
-0.9376 0.88
-0.9352 0.76
-0.9368 0.84
-0.9352 0.76
-0.936 0.8
-0.9376 0.88
-0.9376 0.88
-0.9376 0.88
-0.9376 0.88
-0.9376 0.88
-0.9368 0.84
-0.9368 0.84
-0.9384 0.92
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
-1.02 1
