-3.45316 0
-3.45287 0.00029404
-3.45378 0.000927652
-3.4531 0.000945433
-3.453 0.000739118
-3.45284 0.0006231
-3.45294 0.000534997
-3.45289 0.000465626
-3.45282 0.000417122
-3.45273 0.000382736
-3.45265 0.000355118
-3.45268 0.000325066
-3.45281 0.000328441
-3.45297 0.0003432
-3.45307 0.000333619
-3.45317 0.0003287
-3.45317 0.00030876
-3.45322 0.000295077
-3.45321 0.000279506
-3.45324 0.000266765
-3.45321 0.000254696
-3.45324 0.000244085
-3.4533 0.000241709
-3.45336 0.000238569
-3.45342 0.00023679
-3.45339 0.000230155
-3.4534 0.00022178
-3.45343 0.000215998
-3.45344 0.000208531
-3.45347 0.000204245
-3.45341 0.000205405
-3.45338 0.000200945
-3.45337 0.000195113
-3.45337 0.000189317
-3.45342 0.000189686
-3.45343 0.000184948
-3.45339 0.000183697
-3.45337 0.000180893
-3.45332 0.000182698
-3.45325 0.000189309
-3.45321 0.000188796
-3.4532 0.000184476
-3.45318 0.000181402
-3.45318 0.000177245
-3.45317 0.000173467
-3.45316 0.000170073
-3.45317 0.000166744
-3.45318 0.000163387
-3.45318 0.000160036
-3.45318 0.000156819
