1    0.315269    0.315269           0
2    0.433966    0.374618   0.0593485
3     0.25278    0.334005   0.0531363
4     0.27269    0.318676   0.0405796
5    0.055008    0.265943    0.061391
6    0.297778    0.271248   0.0504056
7    0.168018    0.256501   0.0450809
8    0.324392    0.264988   0.0399529
9     0.33493    0.272759    0.036082
10    0.478156    0.293299   0.0382545
11    0.155032    0.280729   0.0368148
12    0.275922    0.280328   0.0336095
13    0.392581    0.288963   0.0320995
14    0.358728    0.293946   0.0301332
15    0.336174    0.296762   0.0281934
16    0.339717    0.299446   0.0265088
17   0.0538419    0.284999   0.0287884
18     0.18734    0.279573   0.0276789
19      0.3646    0.284049   0.0265613
20    0.140897    0.276891   0.0261951
1    0.371323    0.371323           0
2    0.331175    0.351249   0.0200739
3    0.335436    0.345978    0.012732
4    0.334717    0.343163  0.00943281
5    0.317339    0.337998  0.00894766
6    0.368676    0.343111  0.00891723
7    0.308394    0.338152   0.0090219
8    0.333054    0.337514  0.00783914
9    0.348668    0.338754  0.00702368
10    0.311879    0.336066  0.00683288
11    0.309491     0.33365  0.00663598
12    0.303552    0.331142  0.00655653
13    0.355241    0.332996  0.00630959
14    0.333014    0.332997  0.00584155
15    0.317739     0.33198   0.0055325
16    0.344201    0.332744  0.00523124
17    0.316652    0.331797  0.00500424
18    0.336904    0.332081  0.00472656
19    0.292842    0.330016  0.00492482
20    0.326693    0.329849  0.00467505
