1    -0.90112    -0.90112           0
2    -0.94736    -0.92424     0.02312
3    -0.98032   -0.942933     0.02297
4    -0.98248    -0.95282   0.0190146
5     -0.9964   -0.961536   0.0171144
6    -0.97848    -0.96436   0.0142563
7    -0.90848   -0.956377   0.0144534
8    -0.97304    -0.95846   0.0126891
9    -0.94752   -0.957244   0.0112565
10    -0.94168   -0.955688   0.0101878
11    -0.98872   -0.958691  0.00969211
12    -0.97648   -0.960173  0.00897097
13    -0.95712   -0.959938  0.00825544
14    -0.95296    -0.95944  0.00765929
15    -0.96464   -0.959787  0.00713883
16    -0.93488    -0.95823   0.0068568
17    -0.99648    -0.96048  0.00682253
18    -0.92968   -0.958769  0.00665605
19    -0.96272   -0.958977  0.00629942
20    -0.99056   -0.960556  0.00618128
1   -0.967625   -0.967625           0
2   -0.974282   -0.970953   0.0033284
3   -0.972959   -0.971622  0.00203467
4   -0.973774    -0.97216    0.001536
5   -0.975619   -0.972852  0.00137633
6    -0.96965   -0.972318    0.001244
7   -0.975865   -0.972825  0.00116708
8   -0.974756   -0.973066  0.00103915
9    -0.97243   -0.972996 0.000919166
10   -0.976644    -0.97336 0.000899446
11   -0.976303   -0.973628 0.000856436
12    -0.97687   -0.973898 0.000827192
13    -0.97103   -0.973677 0.000792255
14   -0.973669   -0.973677 0.000733486
15   -0.974618    -0.97374 0.000685712
16   -0.973418   -0.973719 0.000641739
17    -0.97525    -0.97381 0.000609491
18    -0.97461   -0.973854 0.000576354
19   -0.978717    -0.97411 0.000602263
20    -0.97357   -0.974083 0.000571995
