0.5 -1.00383 0.000277043 0.258751 0.00361944 90.4934 0.183658 0.892047 0.0060889
0.6 -0.964832 0.000608798 0.486323 0.0031376 56.8668 0.353022 0.669493 0.0070927
0.7 -0.913125 0.000362692 0.529795 0.00153126 32.1713 0.142541 0.448802 0.00409559
0.8 -0.861676 0.000347919 0.501102 0.0017216 18.7254 0.10182 0.291907 0.00315198
0.9 -0.813057 0.000190997 0.470298 0.0010412 11.8359 0.0476403 0.200654 0.00156658
1 -0.767828 0.000606393 0.437336 0.00282834 8.23866 0.12106 0.144128 0.00393713
1.2 -0.685245 0.000542081 0.378775 0.00218306 4.63242 0.0459766 0.083101 0.00264247
1.4 -0.615162 0.000448994 0.321972 0.00115587 3.08619 0.0249984 0.0587588 0.00214798
1.6 -0.555983 0.000589134 0.273377 0.000866055 2.21185 0.012465 0.042495 0.00171464
1.8 -0.505885 0.000403029 0.231269 0.000853763 1.70701 0.00969431 0.0350404 0.00144667
2 -0.463182 0.000426257 0.198646 0.000764806 1.37687 0.00479491 0.02801 0.00145037
