-0.404872 0
-0.396764 0.00810754
-0.393831 0.00552403
-0.389003 0.00621014
-0.381944 0.00854236
-0.384325 0.00737025
-0.388242 0.00735783
-0.39254 0.0076862
-0.39099 0.00695356
-0.393269 0.00662375
-0.393823 0.00601698
-0.389952 0.00671978
-0.390047 0.00618203
-0.392383 0.00618167
-0.391453 0.00582945
-0.393521 0.0058318
-0.39731 0.00666079
-0.397995 0.0063171
-0.39654 0.00614995
-0.3947 0.00611742
-0.395839 0.00592916
-0.394565 0.0057949
-0.395366 0.00559483
-0.396904 0.00557301
-0.395733 0.00547231
-0.393891 0.00557096
-0.39267 0.00549789
-0.392507 0.00530039
-0.393779 0.00527008
-0.394455 0.00513608
-0.393601 0.0050405
-0.392136 0.00509569
-0.391471 0.00498336
-0.392602 0.00496492
-0.393024 0.00483945
-0.393559 0.00473341
-0.392516 0.00472025
-0.391731 0.00466092
-0.392393 0.00458773
-0.392616 0.00447712
-0.392888 0.00437503
-0.392891 0.00426959
-0.393355 0.00419491
-0.393184 0.00410203
-0.393066 0.00401157
-0.39346 0.00394305
-0.394193 0.00392723
-0.393577 0.00389349
-0.393494 0.00381411
-0.392623 0.00383723
